text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon,word
hwwN,"Masekhet: 5330001, Page: 02, Side: c, Line: 32, Word: 1",verb G,,,,,הוון,verb peal,1
"""kmw","Masekhet: 5330001, Page: 02, Side: c, Line: 34, Word: 0",No data,,,,,כמו,No data,0
"wkmw""","Masekhet: 5330001, Page: 02, Side: c, Line: 34, Word: 1",No data,,,,,וכמו,No data,1
mylh,"Masekhet: 5330001, Page: 02, Side: c, Line: 34, Word: 2",N,,,,,מילה,noun,2
mdmy),"Masekhet: 5330001, Page: 02, Side: c, Line: 34, Word: 3",verb D,,,,,מדמיא,verb pael,3
lxbyrth,"Masekhet: 5330001, Page: 02, Side: c, Line: 34, Word: 4",p03,noun sg. emphatic,,,,לחבירתה,preposition proclitic | noun sg. emphatic,4
hd),"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 0",P01,,,,,הדא,preposition independent,0
)yylt),"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 1",N,,,,,איילתא,noun,1
d$xr),"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 2",noun sg. emphatic,p,,,,דשחרא,noun sg. emphatic | preposition,2
m)N,"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 3",P02C,,,,,מאן,P02C,3
d)m',"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 4",verb G,c,,,,דאמ',verb peal | conjunction,4
kwkbt),"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 5",noun sg. emphatic,,,,,כוכבתא,noun sg. emphatic,5
hy),"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 6",P01C,,,,,היא,P01C,6
T(y{)}#01#,"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 7",verb G,,,,,טעי,verb peal,7
zymnyN,"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 8",noun pl. absolute,,,,,זימנין,noun pl. absolute,8
dhy),"Masekhet: 5330001, Page: 02, Side: c, Line: 35, Word: 9",c,P01C,,,,דהיא,conjunction | P01C,9
mqdm),"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 0",verb C,,,,,מקדמא,verb (h)aphel,0
wzymnyN,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 1",c,noun pl. absolute,,,,וזימנין,conjunction | noun pl. absolute,1
dhy),"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 2",c,P01C,,,,דהיא,conjunction | P01C,2
m)xrh,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 3",verb D,,,,,מאחרה,verb pael,3
m)y,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 4",R,,,,,מאי,R,4
kdwN,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 5",X,,,,,כדון,X,5
kmyN,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 6",p01C,,,,,כמין,p01C,6
tryN,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 7",b,,,,,תרין,b,7
dwqrnyN,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 8",noun pl. absolute,,,,,דוקרנין,noun pl. absolute,8
dnhwr,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 9",p,noun sg. abs. or construct,,,,דנהור,preposition | noun sg. abs. or construct,9
dslqyN,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 10",c,verb G,,,,דסלקין,conjunction | verb peal,10
mN,"Masekhet: 5330001, Page: 02, Side: c, Line: 36, Word: 11",p01,,,,,מן,preposition independent,11
mdynx),"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 0",noun sg. emphatic,,,,,מדינחא,noun sg. emphatic,0
wmnhryN,"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 1",verb C,c,,,,ומנהרין,verb (h)aphel | conjunction,1
dylmh,"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 2",a01C,,,,,דילמה,a01C,2
r',"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 3",N,,,,,ר',noun,3
xyy),"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 4",PN Personal name,,,,,חייא,proper name Personal name,4
rb),"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 5",noun sg. abs. or construct,,,,,רבא,noun sg. abs. or construct,5
wr',"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 6",N,c,,,,ור',noun | conjunction,6
$m(wN,"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 7",PN Personal name,,,,,שמעון,proper name Personal name,7
"""bN""","Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 8",No data,,,,,בן,No data,8
xlpt),"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 9",PN Personal name,,,,,חלפתא,proper name Personal name,9
hww,"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 10",verb G,,,,,הוו,verb peal,10
mhlkyN,"Masekhet: 5330001, Page: 02, Side: c, Line: 37, Word: 11",verb D,,,,,מהלכין,verb pael,11
bhd),"Masekhet: 5330001, Page: 02, Side: c, Line: 38, Word: 0",p02,P01,,,,בהדא,preposition with pronominal suffix | preposition independent,0
bq(t,"Masekhet: 5330001, Page: 02, Side: c, Line: 38, Word: 1",noun sg. abs. or construct,,,,,בקעת,noun sg. abs. or construct,1
)rbl,"Masekhet: 5330001, Page: 02, Side: c, Line: 38, Word: 2",GN Geographic name,,,,,ארבל,geographical name Geographic name,2
bqrycth,"Masekhet: 5330001, Page: 02, Side: c, Line: 38, Word: 3",p02,noun sg. emphatic,,,,בקריצתה,preposition with pronominal suffix | noun sg. emphatic,3
...wmh,"Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 0",P01,c,,,,ומה,preposition independent | conjunction,0
xmyt,"Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 1",verb G,,,,,חמית,verb peal,1
mymr,"Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 2",verb G,,,,,מימר,verb peal,2
"""(wbyw","Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 3",No data,,,,,עוביו,No data,3
$lrqy(,"Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 4",No data,,,,,שלרקיע,No data,4
xm$,"Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 5",No data,,,,,חמש,No data,5
m)wt,"Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 6",No data,,,,,מאות,No data,6
"$nh""","Masekhet: 5330001, Page: 02, Side: c, Line: 57, Word: 7",No data,,,,,שנה,No data,7
hyK mh,"Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 0",c,,,,,היך מה,conjunction,0
d)t,"Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 1",R,c,,,,דאת,R | conjunction,1
)mr,"Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 2",verb G,,,,,אמר,verb peal,2
"""wyrq(w","Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 3",No data,,,,,וירקעו,No data,3
)t,"Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 4",No data,,,,,את,No data,4
pxy,"Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 5",No data,,,,,פחי,No data,5
hzhb,"Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 6",No data,,,,,הזהב,No data,6
"wgw'""","Masekhet: 5330001, Page: 02, Side: c, Line: 61, Word: 7",No data,,,,,וגו',No data,7
myltyh,"Masekhet: 5330001, Page: 02, Side: c, Line: 62, Word: 0",N,,,,,מילתיה,noun,0
dr',"Masekhet: 5330001, Page: 02, Side: c, Line: 62, Word: 1",p,N,,,,דר',preposition | noun,1
xnyn),"Masekhet: 5330001, Page: 02, Side: c, Line: 62, Word: 2",PN Personal name,,,,,חנינא,proper name Personal name,2
plyg),"Masekhet: 5330001, Page: 02, Side: c, Line: 62, Word: 3",verb G,,,,,פליגא,verb peal,3
brM,"Masekhet: 5330001, Page: 02, Side: d, Line: 02, Word: 0",c,,,,,ברם,conjunction,0
hk),"Masekhet: 5330001, Page: 02, Side: d, Line: 02, Word: 1",a01C,,,,,הכא,a01C,1
brM,"Masekhet: 5330001, Page: 02, Side: d, Line: 04, Word: 0",c,,,,,ברם,conjunction,0
hk),"Masekhet: 5330001, Page: 02, Side: d, Line: 04, Word: 1",a01C,,,,,הכא,a01C,1
mh,"Masekhet: 5330001, Page: 02, Side: d, Line: 06, Word: 0",P01,,,,,מה,preposition independent,0
kt',"Masekhet: 5330001, Page: 02, Side: d, Line: 06, Word: 1",verb G,,,,,כת',verb peal,1
btryh,"Masekhet: 5330001, Page: 02, Side: d, Line: 06, Word: 2",p02C,,,,,בתריה,p02C,2
wrbnN,"Masekhet: 5330001, Page: 02, Side: d, Line: 12, Word: 0",noun pl. emphatic,c,,,,ורבנן,noun pl. emphatic | conjunction,0
)mryN,"Masekhet: 5330001, Page: 02, Side: d, Line: 13, Word: 0",verb G,,,,,אמרין,verb peal,0
tny,"Masekhet: 5330001, Page: 02, Side: d, Line: 13, Word: 1",verb G,,,,,תני,verb peal,1
$mw)l,"Masekhet: 5330001, Page: 02, Side: d, Line: 13, Word: 2",PN Personal name,,,,,שמואל,proper name Personal name,2
T(m',"Masekhet: 5330001, Page: 02, Side: d, Line: 15, Word: 0",noun sg. emphatic,,,,,טעמ',noun sg. emphatic,0
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 15, Word: 1",p,N,,,,דר',preposition | noun,1
xd,"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 0",n01C,,,,,חד,n01C,0
)m',"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 1",verb G,,,,,אמ',verb peal,1
T(myh,"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 2",noun sg. emphatic,,,,,טעמיה,noun sg. emphatic,2
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 3",p,N,,,,דר',preposition | noun,3
wxrynh,"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 4",P01C,c,,,,וחרינה,P01C | conjunction,4
)m',"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 5",verb G,,,,,אמ',verb peal,5
T(myh,"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 6",noun sg. emphatic,,,,,טעמיה,noun sg. emphatic,6
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 7",p,N,,,,דר',preposition | noun,7
ntN,"Masekhet: 5330001, Page: 02, Side: d, Line: 17, Word: 8",PN Personal name,,,,,נתן,proper name Personal name,8
m)N,"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 0",P02C,,,,,מאן,P02C,0
dmr,"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 1",verb G,c,,,,דמר,verb peal | conjunction,1
T(m',"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 2",noun sg. emphatic,,,,,טעמ',noun sg. emphatic,2
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 3",p,N,,,,דר',preposition | noun,3
"""xcwt","Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 4",No data,,,,,חצות,No data,4
"lylh""","Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 5",No data,,,,,לילה,No data,5
wm)N,"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 6",P01C,c,,,,ומאן,P01C | conjunction,6
dmr,"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 7",verb G,c,,,,דמר,verb peal | conjunction,7
T(myh,"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 8",noun sg. emphatic,,,,,טעמיה,noun sg. emphatic,8
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 9",p,N,,,,דר',preposition | noun,9
ntN,"Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 10",PN Personal name,,,,,נתן,proper name Personal name,10
"""r)$""","Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 11",No data,,,,,ראש,No data,11
"""h)$mwrt","Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 12",No data,,,,,האשמורת,No data,12
"htykwnh""","Masekhet: 5330001, Page: 02, Side: d, Line: 18, Word: 13",No data,,,,,התיכונה,No data,13
mN,"Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 0",P01,,,,,מן,preposition independent,0
mqyyM,"Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 1",verb D,,,,,מקיים,verb pael,1
r',"Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 2",N,,,,,ר',noun,2
ntN,"Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 3",PN Personal name,,,,,נתן,proper name Personal name,3
T(myh,"Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 4",noun sg. emphatic,,,,,טעמיה,noun sg. emphatic,4
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 5",p,N,,,,דר',preposition | noun,5
"""xcwt","Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 6",No data,,,,,חצות,No data,6
"hlylh""","Masekhet: 5330001, Page: 02, Side: d, Line: 19, Word: 7",No data,,,,,הלילה,No data,7
"""mkl","Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 0",No data,,,,,מכל,No data,0
"mqwM""","Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 1",No data,,,,,מקום,No data,1
l),"Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 2",a01C,,,,,לא,a01C,2
hwh,"Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 3",verb G,,,,,הוה,verb peal,3
$xr),"Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 4",noun sg. emphatic,,,,,שחרא,noun sg. emphatic,4
)ty{)}#01#,"Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 5",verb G,,,,,אתי,verb peal,5
wm$kx,"Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 6",verb G,c,,,,ומשכח,verb peal | conjunction,6
ldwd,"Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 7",PN Personal name,p03,,,,לדוד,proper name Personal name | preposition proclitic,7
dmyK,"Masekhet: 5330001, Page: 02, Side: d, Line: 22, Word: 8",verb G,,,,,דמיך,verb peal,8
""")(yrh","Masekhet: 5330001, Page: 02, Side: d, Line: 23, Word: 0",No data,,,,,אעירה,No data,0
"$xr""","Masekhet: 5330001, Page: 02, Side: d, Line: 23, Word: 1",No data,,,,,שחר,No data,1
)yt(yr,"Masekhet: 5330001, Page: 02, Side: d, Line: 23, Word: 2",V,,,,,איתעיר,V,2
)yqry,"Masekhet: 5330001, Page: 02, Side: d, Line: 23, Word: 3",N,,,,,איקרי,noun,3
mN qwmy,"Masekhet: 5330001, Page: 02, Side: d, Line: 23, Word: 4",p01C,,,,,מן קומי,p01C,4
)yqryh,"Masekhet: 5330001, Page: 02, Side: d, Line: 23, Word: 5",N,,,,,איקריה,noun,5
dbryy,"Masekhet: 5330001, Page: 02, Side: d, Line: 23, Word: 6",N,p,,,,דבריי,noun | preposition,6
)yqry,"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 0",N,,,,,איקרי,noun,0
l),"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 1",a01C,,,,,לא,a01C,1
x$yb,"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 2",verb G,,,,,חשיב,verb peal,2
klwM,"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 3",P01,,,,,כלום,preposition independent,3
mN qdM,"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 4",p01C,,,,,מן קדם,p01C,4
)yqryh,"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 5",N,,,,,איקריה,noun,5
dbryy,"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 6",N,p,,,,דבריי,noun | preposition,6
""")(yrh","Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 7",No data,,,,,אעירה,No data,7
"$xr""","Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 8",No data,,,,,שחר,No data,8
)n),"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 9",P01C,,,,,אנא,P01C,9
hwyn),"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 10",verb G,,,,,הוינא,verb peal,10
m(wrr,"Masekhet: 5330001, Page: 02, Side: d, Line: 24, Word: 11","verb polel, pay/w",,,,,מעורר,"verb polel, pay/w",11
$xrh,"Masekhet: 5330001, Page: 02, Side: d, Line: 25, Word: 0",noun sg. emphatic,,,,,שחרה,noun sg. emphatic,0
$xrh,"Masekhet: 5330001, Page: 02, Side: d, Line: 25, Word: 1",noun sg. emphatic,,,,,שחרה,noun sg. emphatic,1
l),"Masekhet: 5330001, Page: 02, Side: d, Line: 25, Word: 2",a01C,,,,,לא,a01C,2
hwh,"Masekhet: 5330001, Page: 02, Side: d, Line: 25, Word: 3",verb G,,,,,הוה,verb peal,3
m(wrr,"Masekhet: 5330001, Page: 02, Side: d, Line: 25, Word: 4","verb polel, pay/w",,,,,מעורר,"verb polel, pay/w",4
ly,"Masekhet: 5330001, Page: 02, Side: d, Line: 25, Word: 5",p01,,,,,לי,preposition independent,5
mh,"Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 0",P01,,,,,מה,preposition independent,0
mqyyM,"Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 1",verb D,,,,,מקיים,verb pael,1
r',"Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 2",N,,,,,ר',noun,2
T(m',"Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 3",noun sg. emphatic,,,,,טעמ',noun sg. emphatic,3
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 4",p,N,,,,דר',preposition | noun,4
ntN,"Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 5",PN Personal name,,,,,נתן,proper name Personal name,5
"""r)$","Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 6",No data,,,,,ראש,No data,6
h)$mwrt,"Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 7",No data,,,,,האשמורת,No data,7
"htykwnh""","Masekhet: 5330001, Page: 02, Side: d, Line: 34, Word: 8",No data,,,,,התיכונה,No data,8
)m',"Masekhet: 5330001, Page: 02, Side: d, Line: 35, Word: 0",verb G,,,,,אמ',verb peal,0
r',"Masekhet: 5330001, Page: 02, Side: d, Line: 35, Word: 1",N,,,,,ר',noun,1
mn),"Masekhet: 5330001, Page: 02, Side: d, Line: 35, Word: 2",PN Personal name,,,,,מנא,proper name Personal name,2
wy)wt,"Masekhet: 5330001, Page: 02, Side: d, Line: 35, Word: 3",c,a01C,,,,ויאות,conjunction | a01C,3
qdmyyt),"Masekhet: 5330001, Page: 02, Side: d, Line: 36, Word: 0",A02C,,,,,קדמייתא,A02C,0
l),"Masekhet: 5330001, Page: 02, Side: d, Line: 36, Word: 1",a01C,,,,,לא,a01C,1
mtx$b),"Masekhet: 5330001, Page: 02, Side: d, Line: 36, Word: 2",verb Gt,,,,,מתחשבא,verb ethpeel,2
d(d kdwN,"Masekhet: 5330001, Page: 02, Side: d, Line: 36, Word: 3",X,c,,,,דעד כדון,X | conjunction,3
bryyt),"Masekhet: 5330001, Page: 02, Side: d, Line: 36, Word: 4",A02,,,,,ברייתא,adjective singular determined,4
(yryN,"Masekhet: 5330001, Page: 02, Side: d, Line: 36, Word: 5",A,,,,,עירין,adjective,5
r',"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 0",N,,,,,ר',noun,0
ys),"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 1",PN Personal name,,,,,יסא,proper name Personal name,1
mpqd,"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 2",verb D,,,,,מפקד,verb pael,2
lxbryy),"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 3",p03,noun pl. emphatic,,,,לחברייא,preposition proclitic | noun pl. emphatic,3
)yN,"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 4",c,,,,,אין,conjunction,4
b(ytwN,"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 5",verb G,,,,,בעיתון,verb peal,5
mt(sq),"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 6",verb Dt,,,,,מתעסקא,verb ethpaal,6
b)wryt),"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 7",N,p02,,,,באוריתא,noun | preposition with pronominal suffix,7
)twN,"Masekhet: 5330001, Page: 02, Side: d, Line: 38, Word: 8",R,,,,,אתון,R,8
qryy{h},"Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 0",noun pl. absolute,,,,,קריי,noun pl. absolute,0
"""$m(","Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 1",No data,,,,,שמע,No data,1
qwdM,"Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 2",No data,,,,,קודם,No data,2
"xcwt""","Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 3",No data,,,,,חצות,No data,3
wmt(sqyN,"Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 4",verb Dt,c,,,,ומתעסקין,verb ethpaal | conjunction,4
myltyh,"Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 5",N,,,,,מילתיה,noun,5
)mrh...,"Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 6",verb G,,,,,אמרה,verb peal,6
myltyh,"Masekhet: 5330001, Page: 02, Side: d, Line: 39, Word: 7",N,,,,,מילתיה,noun,7
)mrh,"Masekhet: 5330001, Page: 02, Side: d, Line: 40, Word: 0",verb G,,,,,אמרה,verb peal,0
myltyh,"Masekhet: 5330001, Page: 02, Side: d, Line: 43, Word: 0",N,,,,,מילתיה,noun,0
)mrh,"Masekhet: 5330001, Page: 02, Side: d, Line: 43, Word: 1",verb G,,,,,אמרה,verb peal,1
myltyh,"Masekhet: 5330001, Page: 02, Side: d, Line: 44, Word: 0",N,,,,,מילתיה,noun,0
dr',"Masekhet: 5330001, Page: 02, Side: d, Line: 44, Word: 1",p,N,,,,דר',preposition | noun,1
$mw)l,"Masekhet: 5330001, Page: 02, Side: d, Line: 44, Word: 2",PN Personal name,,,,,שמואל,proper name Personal name,2
br,"Masekhet: 5330001, Page: 02, Side: d, Line: 44, Word: 3",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,3
nxmny,"Masekhet: 5330001, Page: 02, Side: d, Line: 44, Word: 4",PN Personal name,,,,,נחמני,proper name Personal name,4
)m',"Masekhet: 5330001, Page: 02, Side: d, Line: 44, Word: 5",verb G,,,,,אמ',verb peal,5
kN,"Masekhet: 5330001, Page: 02, Side: d, Line: 44, Word: 6",a01C,,,,,כן,a01C,6
r',"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 0",N,,,,,ר',noun,0
$mw)l,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 1",PN Personal name,,,,,שמואל,proper name Personal name,1
br,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 2",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,2
nxmny,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 3",PN Personal name,,,,,נחמני,proper name Personal name,3
kd,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 4",c,,,,,כד,conjunction,4
hwh,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 5",verb G,,,,,הוה,verb peal,5
nxyt,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 6",verb G,,,,,נחית,verb peal,6
l(ybwrh,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 7",noun sg. emphatic,p03,,,,לעיבורה,noun sg. emphatic | preposition proclitic,7
hwh,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 8",verb G,,,,,הוה,verb peal,8
mqbl,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 9",verb D,,,,,מקבל,verb pael,9
gby,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 10",p01C,,,,,גבי,p01C,10
r',"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 11",N,,,,,ר',noun,11
y(qb,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 12",PN Personal name,,,,,יעקב,proper name Personal name,12
grwsh,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 13",noun sg. emphatic,,,,,גרוסה,noun sg. emphatic,13
whwh,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 14",verb G,c,,,,והוה,verb peal | conjunction,14
r',"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 15",N,,,,,ר',noun,15
z(yr),"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 16",PN Personal name,,,,,זעירא,proper name Personal name,16
mTmr,"Masekhet: 5330001, Page: 02, Side: d, Line: 45, Word: 17",verb Gt,,,,,מטמר,verb ethpeel,17
byny,"Masekhet: 5330001, Page: 02, Side: d, Line: 46, Word: 0",p,,,,,ביני,preposition,0
qwpyy),"Masekhet: 5330001, Page: 02, Side: d, Line: 46, Word: 1",noun pl. absolute,,,,,קופייא,noun pl. absolute,1
m$m(n{)}<h>#01#,"Masekhet: 5330001, Page: 02, Side: d, Line: 46, Word: 2",verb G,,,,,משמענה,verb peal,2
hyK,"Masekhet: 5330001, Page: 02, Side: d, Line: 46, Word: 3",a01C,,,,,היך,a01C,3
hwh,"Masekhet: 5330001, Page: 02, Side: d, Line: 46, Word: 4",verb G,,,,,הוה,verb peal,4
qry,"Masekhet: 5330001, Page: 02, Side: d, Line: 46, Word: 5",noun pl. absolute,,,,,קרי,noun pl. absolute,5
